GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.8 [120.3-135.1],127.8,120.3,135.1,Sudan1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.9 [120.3-135.1],127.9,120.3,135.1,Sudan1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,128.5 [121.3-135.6],128.5,121.3,135.6,Sudan1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,128.8 [121.7-135.8],128.8,121.7,135.8,Sudan2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,129.1 [122.1-135.9],129.1,122.1,135.9,Sudan2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,129.5 [122.5-136.2],129.5,122.5,136.2,Sudan2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,129.9 [123.0-136.6],129.9,123,136.6,Sudan2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,131.8 [123.8-139.8],131.8,123.8,139.8,Sudan2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Marshall Islands2009,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,130.3 [119.3-140.8],130.3,119.3,140.8,Suriname1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,130.0 [119.7-139.8],130,119.7,139.8,Suriname1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,128.1 [120.1-135.9],128.1,120.1,135.9,Suriname1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,127.7 [119.9-135.3],127.7,119.9,135.3,Suriname1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,127.4 [119.6-135.0],127.4,119.6,135,Suriname1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,127.1 [119.4-134.8],127.1,119.4,134.8,Suriname1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,126.4 [118.7-134.2],126.4,118.7,134.2,Suriname1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,126.3 [118.6-134.1],126.3,118.6,134.1,Suriname1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,126.2 [118.7-133.9],126.2,118.7,133.9,Suriname1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,126.3 [118.8-134.0],126.3,118.8,134,Suriname1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,126.4 [119.0-134.0],126.4,119,134,Suriname1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,127.7 [120.7-134.7],127.7,120.7,134.7,Suriname2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,128.1 [121.0-135.0],128.1,121,135,Suriname2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,128.5 [121.3-135.5],128.5,121.3,135.5,Suriname2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AMR,Americas,,SUR,Suriname,,AGE25-PLUS,25+,,MLE,Male,,128.9 [121.5-136.1],128.9,121.5,136.1,Suriname2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.7 [122.5-141.0],131.7,122.5,141,Swaziland1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.6 [123.0-140.4],131.6,123,140.4,Swaziland1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.5 [123.4-139.7],131.5,123.4,139.7,Swaziland1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.3 [123.6-139.3],131.3,123.6,139.3,Swaziland1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.8 [123.4-138.1],130.8,123.4,138.1,Swaziland1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.7 [123.1-138.2],130.7,123.1,138.2,Swaziland1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.6 [123.0-138.2],130.6,123,138.2,Swaziland1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.6 [123.0-138.0],130.6,123,138,Swaziland1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.3 [122.8-137.7],130.3,122.8,137.7,Swaziland1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.3 [123.0-137.6],130.3,123,137.6,Swaziland1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.4 [123.2-137.6],130.4,123.2,137.6,Swaziland2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,130.6 [123.3-137.7],130.6,123.3,137.7,Swaziland2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.6 [124.3-138.9],131.6,124.3,138.9,Swaziland2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,131.9 [124.3-139.5],131.9,124.3,139.5,Swaziland2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,AFR,Africa,,SWZ,Swaziland,,AGE25-PLUS,25+,,MLE,Male,,132.1 [124.1-140.2],132.1,124.1,140.2,Swaziland2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,MHL,Marshall Islands,,AGE25-PLUS,25+,,MLE,Male,,?,,,,Marshall Islands2009,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,138.2 [134.7-141.5],138.2,134.7,141.5,Sweden1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,137.7 [134.3-141.0],137.7,134.3,141,Sweden1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,137.4 [134.0-140.6],137.4,134,140.6,Sweden1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,137.1 [133.9-140.3],137.1,133.9,140.3,Sweden1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,136.0 [132.7-139.3],136,132.7,139.3,Sweden1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.8 [132.5-139.1],135.8,132.5,139.1,Sweden1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.7 [132.5-139.1],135.7,132.5,139.1,Sweden1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.6 [132.3-139.0],135.6,132.3,139,Sweden1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.3 [132.1-138.7],135.3,132.1,138.7,Sweden2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.2 [132.0-138.7],135.2,132,138.7,Sweden2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.2 [131.9-138.7],135.2,131.9,138.7,Sweden2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,EUR,Europe,,SWE,Sweden,,AGE25-PLUS,25+,,MLE,Male,,135.1 [131.6-138.8],135.1,131.6,138.8,Sweden2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,140.1 [132.2-148.2],140.1,132.2,148.2,Switzerland1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,139.4 [132.4-146.6],139.4,132.4,146.6,Switzerland1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,138.8 [132.6-144.9],138.8,132.6,144.9,Switzerland1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,138.1 [132.7-143.5],138.1,132.7,143.5,Switzerland1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,135.6 [132.1-139.1],135.6,132.1,139.1,Switzerland1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,135.3 [132.0-138.6],135.3,132,138.6,Switzerland1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,134.9 [131.8-138.1],134.9,131.8,138.1,Switzerland1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,134.6 [131.5-137.6],134.6,131.5,137.6,Switzerland1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.9 [130.0-135.8],132.9,130,135.8,Switzerland1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.7 [129.8-135.6],132.7,129.8,135.6,Switzerland1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.5 [129.5-135.4],132.5,129.5,135.4,Switzerland1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.4 [129.4-135.3],132.4,129.4,135.3,Switzerland1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.3 [129.3-135.2],132.3,129.3,135.2,Switzerland2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.2 [128.0-136.5],132.2,128,136.5,Switzerland2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.2 [127.5-137.2],132.2,127.5,137.2,Switzerland2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.3 [126.9-137.8],132.3,126.9,137.8,Switzerland2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EUR,Europe,,CHE,Switzerland,,AGE25-PLUS,25+,,MLE,Male,,132.4 [126.2-138.5],132.4,126.2,138.5,Switzerland2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,127.6 [119.7-135.5],127.6,119.7,135.5,Syrian Arab Republic1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,127.5 [119.8-134.9],127.5,119.8,134.9,Syrian Arab Republic1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,127.3 [120.0-134.5],127.3,120,134.5,Syrian Arab Republic1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,127.0 [120.0-134.1],127,120,134.1,Syrian Arab Republic1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.4 [119.6-133.3],126.4,119.6,133.3,Syrian Arab Republic1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.3 [119.5-133.2],126.3,119.5,133.2,Syrian Arab Republic1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.2 [119.3-133.2],126.2,119.3,133.2,Syrian Arab Republic1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.2 [119.2-133.1],126.2,119.2,133.1,Syrian Arab Republic1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.1 [119.2-133.1],126.1,119.2,133.1,Syrian Arab Republic1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,AGE25-PLUS,25+,,MLE,Male,,126.3 [119.7-132.8],126.3,119.7,132.8,Syrian Arab Republic2000,
