Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific (all income levels),EAS,41.2195472495062,42.2827184354517,43.3426695599618,44.3973739475099,45.449516177884,46.4993720509081,47.535302236977,48.5696703132858,49.6096255497807,50.6417703275728,51.6698603383149,52.6476227309654,53.6122207488794
Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific (developing only),EAP,36.6462322956509,37.7358081167776,38.8236814857768,39.9091095265054,40.9918483023507,42.0725792206685,43.1707947920923,44.2671655132142,45.3615688620114,46.4534328049641,47.5422571223865,48.5863530466486,49.6277249390094
Urban population (% of total),SP.URB.TOTL.IN.ZS,Euro area,EMU,72.4030650680266,72.6981110240747,72.99562130393,73.2918163352287,73.5863304461401,73.8832175416161,74.1587953095995,74.4318632966609,74.7053065839544,74.9814869121419,75.2641644216008,75.5265780487486,75.7921719975703
Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia (all income levels),ECS,68.2519333371064,68.3931610622588,68.5403670507736,68.6839802012359,68.8260840274567,68.9694021865584,69.1839143284328,69.4028928281119,69.6196118932072,69.8241878265109,70.0226986235395,70.247662545518,70.4760969654879
Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia (developing only),ECA,57.5698582284279,57.7002303483218,57.8342712205724,57.9729467448048,58.1101351339518,58.2455746136771,58.5134550758196,58.7785311857938,59.0437860127198,59.2982618769911,59.5284108189111,59.8474345993768,60.1966438213989
Urban population (% of total),SP.URB.TOTL.IN.ZS,European Union,EUU,71.3967356694788,71.6258208867889,71.8623448071479,72.0895210811663,72.3157809089861,72.5451174867212,72.7735508791816,73.0096462473012,73.2465012135661,73.4759361476218,73.7073830835888,73.9294570303083,74.1512996432161
Urban population (% of total),SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,27.7922345563198,28.1180399174283,28.4420475932036,28.7644887521,29.0860168036773,29.407358089057,29.770803890505,30.134817728223,30.4992589925929,30.8638556985797,31.2284477853159,31.6245703716669,32.021130065597
Urban population (% of total),SP.URB.TOTL.IN.ZS,High income,HIC,76.3609773643783,76.7202500808538,77.0770822504311,77.4311539403506,77.7884108652627,78.1473096134,78.4579928899386,78.7666307402862,79.076657484516,79.3843125411773,79.6885861760317,79.945789026506,80.2071245360088
Urban population (% of total),SP.URB.TOTL.IN.ZS,High income: OECD,OEC,76.5689213689135,76.9948923677246,77.4190200642537,77.8407717183897,78.2592023423346,78.6769460139247,79.0014023220778,79.321690121413,79.6430301377543,79.9657416530787,80.2893991185503,80.5530868971878,80.8252994522886
Urban population (% of total),SP.URB.TOTL.IN.ZS,High income: nonOECD,NOC,75.3882216783572,75.4312918477725,75.4680272427559,75.4973879069983,75.5608590295617,75.6390684849922,75.8847848144907,76.1433225313131,76.4075209890012,76.6529442940231,76.8804613976585,77.1175933651702,77.3418999295936
Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (all income levels),LCN,75.443249020225,75.7989508168368,76.1546712340274,76.5100812235313,76.8651390806163,77.2196258778938,77.5362647676123,77.8523877101694,78.1682326116667,78.4839091102506,78.7995011713461,79.07703005698,79.3546328955013
Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (developing only),LAC,75.0564784897727,75.4150008565458,75.7738547732644,76.1325511449278,76.4908595656365,76.8486261779149,77.1717953648215,77.4944015237512,77.8165078422639,78.1382424741993,78.4597545609976,78.7446345115062,79.0294544579382
Urban population (% of total),SP.URB.TOTL.IN.ZS,Least developed countries: UN classification,LDC,24.2852005910259,24.6434328233621,25.0036093030445,25.3647320588689,25.7256692958978,26.0857857355723,26.4889767898883,26.8917627570317,27.2938228128798,27.6947899235086,28.0944777157502,28.5288357253543,28.9620861547839
Urban population (% of total),SP.URB.TOTL.IN.ZS,Low & middle income,LMY,39.4716596788398,40.0591484466373,40.6408072975534,41.2186099625228,41.7936121242455,42.3664295689426,42.9519255936287,43.5341786131783,44.1145511121953,44.6924822955549,45.2662636684558,45.8324172816661,46.4004783429119
Urban population (% of total),SP.URB.TOTL.IN.ZS,Low income,LIC,24.1405444762987,24.452685854326,24.7651849981759,25.0774826060211,25.3891030195437,25.6999280909698,26.0560689884388,26.4119309012972,26.7678089084367,27.1240929413891,27.4810764005652,27.8772621345088,28.2743228868623
Urban population (% of total),SP.URB.TOTL.IN.ZS,Lower middle income,LMC,34.2349879559051,34.5877400756299,34.9386500161629,35.2917589952537,35.647945983972,36.0086090750006,36.3986591421289,36.7923437665101,37.1888647093877,37.5866858177288,37.9851195492959,38.4082754478096,38.8407673722481
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa (all income levels),MEA,58.6444377316504,59.0708282302182,59.501853667577,59.9367238373593,60.3754089179233,60.8158579660369,61.1700638684601,61.526695163357,61.8830323909531,62.2382779048419,62.5818878432987,62.886665460306,63.1776632173211
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa (developing only),MNA,55.5499648160113,55.9589851072315,56.3653726920114,56.7666878461839,57.1636380887224,57.5548872982195,57.8390261778503,58.1198456351475,58.4017447259812,58.688639012616,58.9823711062458,59.252790193409,59.524069335693
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle income,MIC,41.7667135571172,42.4191858173559,43.0663025505345,43.7101893895192,44.3517041505904,44.9913483797737,45.6390826303526,46.2840405729217,46.9276462396771,47.5695727289166,48.2084554584698,48.8338860378109,49.463597565627
Urban population (% of total),SP.URB.TOTL.IN.ZS,North America,NAC,79.131372714927,79.4400925135752,79.7487911910871,80.0574721162565,80.3661243876271,80.6747565350095,80.9378922778011,81.2009207250611,81.4638189364205,81.7265072061671,81.9890338663832,82.2163425771945,82.4433005610001
Urban population (% of total),SP.URB.TOTL.IN.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban population (% of total),SP.URB.TOTL.IN.ZS,OECD members,OED,75.6508843068478,76.0613023689764,76.4703028410088,76.8773270939044,77.2815624814499,77.6851752506086,78.02804347431,78.3679033086056,78.7092209632669,79.0511690806032,79.3937276437045,79.6953163123008,80.0029276862438
Urban population (% of total),SP.URB.TOTL.IN.ZS,Other small states,OSS,41.5677606309104,42.1157844010481,42.6630800743237,43.2081297161286,43.7546355545222,44.3165491315999,44.8193469542664,45.3174879401816,45.8125620006714,46.3057187359176,46.7997265265792,47.2346253720248,47.6958172997099
Urban population (% of total),SP.URB.TOTL.IN.ZS,Pacific island small states,PSS,34.2122154006808,34.4000277751352,34.5735345043839,34.7415124932088,34.9165665375292,35.1076449966948,35.3174072331628,35.5436675657484,35.7812264476553,36.0220155967519,36.2603055418406,36.5091970288923,36.7557481533499
Urban population (% of total),SP.URB.TOTL.IN.ZS,Small states,SST,40.9763857713698,41.3950361050578,41.8115841135648,42.2276601187379,42.6457124086245,43.0744448725864,43.4624980048289,43.8482167656552,44.2332769918551,44.6186542447179,45.0069178920191,45.3740590015588,45.7595482006473
Urban population (% of total),SP.URB.TOTL.IN.ZS,South Asia,SAS,27.3353180180635,27.6522378801489,27.9647339740518,28.2758890345155,28.5875317612898,28.9007458856537,29.2403497877886,29.581109968537,29.9223045719988,30.2627945806526,30.6030082413608,30.9744013911708,31.3527423930986
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (all income levels),SSF,31.99966077373,32.3910752751787,32.7823833551709,33.1629762786312,33.5435931139692,33.9240752548775,34.3291038231796,34.7348088064205,35.1414138162703,35.5489903663977,35.9577834932604,36.3843832873162,36.8124947884364
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (developing only),SSA,31.9943470074669,32.3860320992646,32.7776144725326,33.1584756007924,33.5393655778572,33.9201255583765,34.3253930961706,34.7313409261316,35.1381920114688,35.5460170388074,35.9550607706308,36.3818596947198,36.8101724213702
Urban population (% of total),SP.URB.TOTL.IN.ZS,Upper middle income,UMC,49.0290432633918,50.0216748880338,51.012983033276,52.0025277536706,52.9898222540449,53.9734982126548,54.949836530656,55.9243020589222,56.8970354252684,57.8675074332048,58.8364134289665,59.7552806167517,60.6701969921646
Urban population (% of total),SP.URB.TOTL.IN.ZS,World,WLD,46.6841939302982,47.1765775696319,47.6668255195162,48.1546410644084,48.6435989995416,49.1335046125797,49.6281176510653,50.1245345414017,50.6234297161955,51.1160294521913,51.6044049564457,52.0796728290887,52.5473299586567
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Algeria,DZA,6.3,6.1,5.5,5.2,5.2,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Angola,AGO,49,47.4,46,43.5,40.9,37.9,34.8,33.5,32.4,31.4,29.5,26.7,24.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Antigua and Barbuda,ATG,38.5,42,45.2,44.4,38.8,33.1,28.1,26.7,25.1,23.2,20.8,17.2,13.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Argentina,ARG,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Armenia,ARM,21.5,20.2,16.7,12.5,9.2,6.9,5.3,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Azerbaijan,AZE,14.9,10.1,7.4,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Bahamas, The",BHS,6.2,6,6.5,7.1,7.5,7.9,8,8.2,7.9,7.5,6.9,6.3,5.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bangladesh,BGD,18,17.2,16.2,15.8,15.3,15.3,15.1,15.4,15.2,15.5,15.1,15.7,16.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Barbados,BRB,5,5,5,5.7,5.6,5.9,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belize,BLZ,9.2,8.1,7.3,6.9,6.6,6.6,6.6,7.2,7.6,7.9,7.5,6.8,6.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Benin,BEN,17.8,16.7,15.2,14.3,13.7,13.8,13.1,12.7,12.1,10.9,9.7,7.7,6.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bolivia,BOL,29.9,28.6,28.1,29.2,29.6,29.9,29.1,29.4,29.1,28.1,26.1,23.9,21.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Botswana,BWA,35,35.2,34.7,34,32.6,32.6,33.3,33.5,33.5,32.1,30.8,27.8,25.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Brazil,BRA,12.9,12.5,11.2,10,9.1,8.9,8.9,8.4,8.1,7.5,7.1,6.8,6.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Brunei Darussalam,BRN,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Burkina Faso,BFA,26.5,27.5,27.1,26.7,26.4,25.8,25.3,25,24.7,23.9,24.5,24.4,25
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Burundi,BDI,62.1,62.3,62.7,63.9,66.3,68.5,69.7,69.7,69.6,69.5,69.2,68.6,67.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cambodia,KHM,33.6,32.3,32.5,32.3,30.4,27.7,24.2,22.6,21.8,20.8,19.1,17.1,15.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cameroon,CMR,31.7,29.7,26.6,24.5,23,21.4,19.9,17.8,17,15.2,14.9,13.5,13.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cabo Verde,CPV,16.7,17.9,17,15,12.9,12.2,11.8,11.1,10.9,10.4,11.3,10.2,9.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Central African Republic,CAF,46,44.7,44.9,44.9,44.2,43.1,40.9,38.5,34.6,33,30.9,30.1,28.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Chad,TCD,41.7,41.8,39.7,39.3,37.9,38,38,38.4,39.3,37.2,34.7,30.8,29.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Chile,CHL,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,China,CHN,14.4,14,14.1,14,13.7,13.4,13,12.5,11.9,11.6,11.4,11.4,11.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Colombia,COL,13.1,13.2,13.1,13.3,13.4,13.8,14,13.5,13,12.5,12.4,11.7,10.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Comoros,COM,67.1,66.4,61.8,59.6,58.7,58.6,57.6,57.5,59.5,62.5,65.4,65.9,65.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Congo, Rep.",COG,32.6,29.4,28.6,28.1,30.9,31.9,33.8,33.5,33.8,35,35.3,35,33
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Costa Rica,CRI,5,5,5,5.2,5.5,5,5,5,5,5,5.1,7.3,8.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cote d'Ivoire,CIV,20,21.5,21.8,21.5,20.5,19.6,18.8,19,19.4,19.5,20.1,20.2,20.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cuba,CUB,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Djibouti,DJI,49.4,47.1,45.8,43.6,40.9,37.2,32.5,29.1,26.2,24.4,22.1,21,20.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Dominica,DMA,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Dominican Republic,DOM,22.3,21,22.1,23.1,23.2,20.9,18.3,17.2,16.3,16.2,15.6,15.8,15.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ecuador,ECU,20,21.2,22.1,22.3,22.3,21.8,21.7,21.4,20.5,19.6,19.1,18.4,16.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Egypt, Arab Rep.",EGY,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,El Salvador,SLV,10.9,8.9,8.7,9.5,10.3,10.7,10.8,10.9,11.2,11.4,11.7,11.8,11.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Eritrea,ERI,76.5,77,75.9,76.1,75.4,75.6,74.7,74.2,71.7,69.4,66.4,63.6,61.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ethiopia,ETH,55.7,53.5,51.7,50.5,48.3,46.8,45.4,44.3,43.1,40.9,39.5,38.1,37.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Fiji,FJI,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,French Polynesia,PYF,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Gabon,GAB,5.9,6.5,6.9,7,6.5,6.1,5.8,6,6,6.2,6,6,5.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Gambia, The",GMB,19.4,20,20.2,20.7,20.3,20.1,19.8,18.6,15.6,12,13,14.4,16
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ghana,GHA,17.8,16.8,15.7,14.5,12.8,11.2,9.6,8.1,7,5.8,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Grenada,GRD,31.6,31,29.4,28.2,27.5,26.8,26.6,26,25.1,23.1,20.6,19.2,18.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Guatemala,GTM,27.2,25.4,25.4,26.8,29,29.8,30.4,30.6,30.5,29.5,29.4,29.8,30.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Guinea,GIN,21.1,20.6,20.3,19.4,18.5,17.9,17.1,16.1,15.5,15.3,15.9,15.5,15.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Guinea-Bissau,GNB,22.3,20.9,21.5,21.1,20.1,19,18.8,18,17.3,14.4,12.3,10.3,10.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Guyana,GUY,7.9,7.7,7.8,8.2,8.3,8.7,9.2,9.8,10.3,8.1,6.5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Haiti,HTI,51.4,52.9,55.4,56.6,57.2,55.8,53.9,51.6,50.2,46.7,44.3,46.8,49.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Honduras,HND,17.2,16.6,15.6,15.6,15.5,15.2,14.5,13.5,12.8,11.7,10.8,9.6,8.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,India,IND,21.1,22.5,21.6,21.5,21.4,21.5,20.1,19.1,19.1,18.9,18.5,17.4,17
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Indonesia,IDN,19.9,19.8,19,17.7,17.3,17.1,16.7,15.5,14.3,12.8,11.3,9.9,9.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Iran, Islamic Rep.",IRN,5,5,5,5.1,5.3,5.7,6,5.9,5.4,5.2,5.1,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Iraq,IRQ,20.9,19.7,19.7,20.8,21.8,23.2,24.8,26,26.1,26,25.9,26,26.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Jamaica,JAM,7.4,7,6.6,6.7,6.8,7,7,7.1,7,8.1,8.7,9,8.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Jordan,JOR,7.9,6.3,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kazakhstan,KAZ,15.3,8.4,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kenya,KEN,32.2,33.9,35,36.2,34,30.5,27.5,27.8,27.8,27.5,26.3,26.6,25.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kiribati,KIR,7.3,7.1,7.3,7.5,7.1,6.9,6.5,6.5,6.2,6.5,6.9,7.4,7.6
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Korea, Dem. Rep.",PRK,37.8,36.6,35.7,33.1,33.1,34,36,38,39.4,40.2,37.7,34.5,31
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Korea, Rep.",KOR,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kuwait,KWT,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Kyrgyz Republic,KGZ,16.8,17.6,15.2,12.6,10.2,9.6,9.7,10,9.3,9.3,8.3,7.6,5.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Lao PDR,LAO,39.8,38.1,37.3,36,34.6,33.5,32.3,31.1,29.2,28.3,27.9,27.8,26.7
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..
