"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"KH","Cambodia",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.7
"KH","Cambodia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KH","Cambodia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KH","Cambodia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KH","Cambodia",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KH","Cambodia",2000,"2000 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.2
"IA","India",2006,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.4
"IA","India",2006,"2005-06 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.7
"IA","India",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"IA","India",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"IA","India",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"IA","India",2006,"2005-06 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"IA","India",2006,"2005-06 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,24.4
"IA","India",1999,"1998-99 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.5
"IA","India",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"IA","India",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"IA","India",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"IA","India",1999,"1998-99 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"IA","India",1999,"1998-99 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,25.4
"IA","India",1993,"1992-93 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96
"IA","India",1993,"1992-93 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"IA","India",1993,"1992-93 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"IA","India",1993,"1992-93 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"IA","India",1993,"1992-93 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"IA","India",1993,"1992-93 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,24.4
"ID","Indonesia",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.3
"ID","Indonesia",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"ID","Indonesia",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.4
"ID","Indonesia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.2
"ID","Indonesia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"ID","Indonesia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.7
"ID","Indonesia",2003,"2002-03 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.8
"ID","Indonesia",2003,"2002-03 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.9
"ID","Indonesia",2003,"2002-03 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",2003,"2002-03 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",2003,"2002-03 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",2003,"2002-03 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",2003,"2002-03 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.3
"ID","Indonesia",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.4
"ID","Indonesia",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.3
"ID","Indonesia",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",1997,"1997 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,23.9
"ID","Indonesia",1994,"1994 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.7
"ID","Indonesia",1994,"1994 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.7
"ID","Indonesia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",1994,"1994 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",1994,"1994 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,23.8
"ID","Indonesia",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",1991,"1991 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",1991,"1991 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,23.1
"ID","Indonesia",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ID","Indonesia",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ID","Indonesia",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ID","Indonesia",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ID","Indonesia",1987,"1987 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.3
"MV","Maldives",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.1
"MV","Maldives",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98
"MV","Maldives",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MV","Maldives",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MV","Maldives",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MV","Maldives",2009,"2009 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MV","Maldives",2009,"2009 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,25.3
"NP","Nepal",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.7
"NP","Nepal",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.9
"NP","Nepal",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NP","Nepal",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NP","Nepal",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NP","Nepal",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NP","Nepal",2011,"2011 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,33.6
"NP","Nepal",2006,"2006 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"NP","Nepal",2006,"2006 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.4
"NP","Nepal",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NP","Nepal",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NP","Nepal",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NP","Nepal",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NP","Nepal",2006,"2006 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,34.3
"NP","Nepal",2001,"2001 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98
"NP","Nepal",2001,"2001 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98
"NP","Nepal",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NP","Nepal",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NP","Nepal",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NP","Nepal",2001,"2001 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NP","Nepal",2001,"2001 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,32.8
"NP","Nepal",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.7
"NP","Nepal",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"NP","Nepal",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"NP","Nepal",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"NP","Nepal",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"NP","Nepal",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,31
"PK","Pakistan",2012,"2012-13 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94.3
"PK","Pakistan",2012,"2012-13 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.2
"PK","Pakistan",2012,"2012-13 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"PK","Pakistan",2012,"2012-13 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"PK","Pakistan",2012,"2012-13 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"PK","Pakistan",2012,"2012-13 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"PK","Pakistan",2012,"2012-13 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19
"PK","Pakistan",2006,"2006-07 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.7
"PK","Pakistan",2006,"2006-07 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.3
