"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"44607","Onions","Cameroon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44610","Onions","United Arab Emirates","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44623","Onions","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44628","Onions","Argentina","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44637","Onions","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44644","Onions","Ethiopia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44647","Onions","Antigua and Barbuda","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44650","Onions","Croatia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44658","Onions","Poland","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44663","Onions","Panama","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44669","Onions","Lithuania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44671","Onions","Rwanda","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44677","Onions","India","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44681","Onions","Russian Federation","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44683","Onions","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44700","Onions","Iceland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44701","Onions","Eastern Europe","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44702","Onions","Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44703","Onions","Indonesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44704","Onions","Honduras","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44705","Onions","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44706","Onions","Angola","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44711","Onions","Cyprus","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44721","Onions","Benin","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44723","Onions","Niger","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44726","Onions","Djibouti","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44727","Onions","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44741","Onions","Madagascar","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44748","Onions","Cuba","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44770","Onions","Ghana","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44775","Onions","Portugal","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44787","Onions","Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44799","Onions","Israel","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44800","Onions","Belarus","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44802","Onions","Japan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44805","Onions","Philippines","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44806","Onions","Sudan (former)","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44818","Onions","Luxembourg","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44823","Onions","Armenia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44826","Onions","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44829","Onions","Latvia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44840","Onions","Solomon Islands","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44854","Onions","Kuwait","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44858","Onions","Asia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44860","Onions","Spain","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44867","Onions","Haiti","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44872","Onions","South America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44881","Onions","Ecuador","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44888","Onions","Mozambique","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44889","Onions","Italy","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44895","Onions","Republic of Korea","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44900","Onions","Brazil","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44915","Onions","Northern Africa","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44919","Onions","Central African Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44927","Onions","Jamaica","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44928","Onions","Senegal","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44936","Onions","Grenada","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44939","Onions","Jordan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44944","Onions","France","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44954","Onions","Guinea","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44959","Onions","Estonia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44975","Onions","Libya","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44977","Onions","Central America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44984","Onions","World","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44988","Onions","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44996","Onions","Canada","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45002","Onions","Brunei Darussalam","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45003","Onions","Fiji","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45007","Onions","Nicaragua","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45011","Onions","Saudi Arabia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45012","Onions","Algeria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45015","Onions","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45017","Onions","Congo","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45019","Onions","China, mainland","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45023","Onions","Barbados","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45037","Onions","Yemen","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45042","Onions","United States of America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45043","Onions","Iraq","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45052","Onions","Colombia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45053","Onions","Tajikistan","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45057","Onions","Malawi","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45058","Onions","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45059","Onions","Low Income Food Deficit Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45069","Onions","Lao People's Democratic Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45071","Onions","Saint Lucia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45073","Onions","Guinea-Bissau","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45075","Onions","Georgia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45076","Onions","Netherlands","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45077","Onions","China, Macao SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45083","Onions","Somalia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45087","Onions","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45093","Onions","Azerbaijan","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45099","Onions","Chile","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45104","Onions","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45110","Onions","Finland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45115","Onions","Kenya","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45125","Onions","Namibia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45131","Onions","Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45134","Onions","Slovenia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45140","Onions","United Kingdom","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45155","Onions","Malaysia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45156","Onions","Nigeria","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45157","Onions","Peru","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45164","Onions","Lebanon","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45167","Onions","Thailand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45176","Onions","Uganda","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45177","Onions","South Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45182","Onions","Chad","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45184","Onions","Zambia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45194","Onions","Northern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45196","Onions","Republic of Moldova","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45197","Onions","Western Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45200","Onions","Western Asia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45203","Onions","Mauritius","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45205","Onions","Turkey","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45208","Onions","Switzerland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45214","Onions","Nepal","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45216","Onions","Northern America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45218","Onions","Bermuda","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45229","Onions","Viet Nam","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45237","Onions","Norway","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45242","Onions","Syrian Arab Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45264","Onions","Romania","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"45272","Onions","Western Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45274","Onions","Sweden","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45276","Onions","Dominican Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45282","Onions","Guatemala","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"45286","Onions","Dominica","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
