"","AreaName","ElementName","ItemName","Value"
"46143","Eastern Europe","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46144","Tajikistan","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46157","Romania","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"46158","Australia & New Zealand","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46169","Angola","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46170","Colombia","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46171","Grenada","Food supply (kcal/capita/day)","Oranges, Mandarines",6
"46174","Northern America","Food supply (kcal/capita/day)","Oranges, Mandarines",23
"46176","Bahamas","Food supply (kcal/capita/day)","Oranges, Mandarines",40
"46179","Bangladesh","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46187","Guinea","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46188","Lithuania","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46191","Nicaragua","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46192","China","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46196","Saint Lucia","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46198","Vanuatu","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46200","Croatia","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46201","European Union","Food supply (kcal/capita/day)","Oranges, Mandarines",22
"46214","Northern Europe","Food supply (kcal/capita/day)","Oranges, Mandarines",23
"46217","Namibia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46218","Australia","Food supply (kcal/capita/day)","Oranges, Mandarines",13
"46219","Southern Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"46221","China, mainland","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46225","Afghanistan","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46231","Pakistan","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46232","Czech Republic","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46251","Congo","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46255","Yemen","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"46260","Belarus","Food supply (kcal/capita/day)","Oranges, Mandarines",6
"46273","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Oranges, Mandarines",13
"46275","Brazil","Food supply (kcal/capita/day)","Oranges, Mandarines",43
"46285","Thailand","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46286","Sao Tome and Principe","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46289","China, Macao SAR","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46290","Sweden","Food supply (kcal/capita/day)","Oranges, Mandarines",25
"46292","Hungary","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"46300","Panama","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46310","Madagascar","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46313","Kiribati","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46318","Japan","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46335","Kuwait","Food supply (kcal/capita/day)","Oranges, Mandarines",22
"46339","Brunei Darussalam","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46340","Peru","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"46349","Sri Lanka","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46357","Niger","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46361","World","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46368","Micronesia","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46371","Trinidad and Tobago","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"46372","Israel","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46373","Northern Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",18
"46379","New Zealand","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46380","Argentina","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"46388","United States of America","Food supply (kcal/capita/day)","Oranges, Mandarines",24
"46391","Cyprus","Food supply (kcal/capita/day)","Oranges, Mandarines",14
"46409","Luxembourg","Food supply (kcal/capita/day)","Oranges, Mandarines",46
"46413","Zambia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46414","Zimbabwe","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"46419","Ecuador","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46421","Cuba","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46429","Kenya","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46430","Paraguay","Food supply (kcal/capita/day)","Oranges, Mandarines",31
"46431","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Oranges, Mandarines",19
"46432","Rwanda","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46435","Ethiopia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46437","Libya","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46438","Lesotho","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46445","Côte d'Ivoire","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46449","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Oranges, Mandarines",28
"46451","Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46456","Norway","Food supply (kcal/capita/day)","Oranges, Mandarines",25
"46457","Eastern Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"46460","Mauritania","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46463","Western Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46465","Middle Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46466","Jamaica","Food supply (kcal/capita/day)","Oranges, Mandarines",26
"46468","Nigeria","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46485","Western Europe","Food supply (kcal/capita/day)","Oranges, Mandarines",18
"46486","Polynesia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"46490","Haiti","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46492","Latvia","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46497","Dominica","Food supply (kcal/capita/day)","Oranges, Mandarines",56
"46498","Guatemala","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46499","Russian Federation","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46502","Syrian Arab Republic","Food supply (kcal/capita/day)","Oranges, Mandarines",25
"46507","Finland","Food supply (kcal/capita/day)","Oranges, Mandarines",14
"46511","Serbia","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46516","Cabo Verde","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46517","Swaziland","Food supply (kcal/capita/day)","Oranges, Mandarines",20
"46520","Europe","Food supply (kcal/capita/day)","Oranges, Mandarines",18
"46522","Malta","Food supply (kcal/capita/day)","Oranges, Mandarines",19
"46523","France","Food supply (kcal/capita/day)","Oranges, Mandarines",20
"46529","Caribbean","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46536","Southern Africa","Food supply (kcal/capita/day)","Palm kernels",0
"46539","Samoa","Food supply (kcal/capita/day)","Palm kernels",0
"46554","South-Eastern Asia","Food supply (kcal/capita/day)","Palm kernels",0
"46557","Melanesia","Food supply (kcal/capita/day)","Palm kernels",0
"46558","Africa","Food supply (kcal/capita/day)","Palm kernels",0
"46563","Oceania","Food supply (kcal/capita/day)","Palm kernels",0
"46564","Saudi Arabia","Food supply (kcal/capita/day)","Palm kernels",0
"46565","Algeria","Food supply (kcal/capita/day)","Palm kernels",0
"46577","Libya","Food supply (kcal/capita/day)","Palm kernels",0
"46578","Fiji","Food supply (kcal/capita/day)","Palm kernels",0
"46585","Cameroon","Food supply (kcal/capita/day)","Palm kernels",1
"46586","Israel","Food supply (kcal/capita/day)","Palm kernels",0
"46587","Malawi","Food supply (kcal/capita/day)","Palm kernels",0
"46591","World","Food supply (kcal/capita/day)","Palm kernels",0
"46604","Congo","Food supply (kcal/capita/day)","Palm kernels",16
"46607","Central African Republic","Food supply (kcal/capita/day)","Palm kernels",1
"46608","Northern Africa","Food supply (kcal/capita/day)","Palm kernels",0
"46622","Land Locked Developing Countries","Food supply (kcal/capita/day)","Palm kernels",0
"46626","Timor-Leste","Food supply (kcal/capita/day)","Palm kernels",0
"46627","Western Asia","Food supply (kcal/capita/day)","Palm kernels",0
"46628","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Palm kernels",0
"46634","Polynesia","Food supply (kcal/capita/day)","Palm kernels",0
"46640","Least Developed Countries","Food supply (kcal/capita/day)","Palm kernels",0
"46644","Ethiopia","Food supply (kcal/capita/day)","Palm kernels",0
"46645","Egypt","Food supply (kcal/capita/day)","Palm kernels",0
"46653","New Caledonia","Food supply (kcal/capita/day)","Palm kernels",0
"46657","Namibia","Food supply (kcal/capita/day)","Palm kernels",0
"46659","Zambia","Food supply (kcal/capita/day)","Palm kernels",0
"46661","Eastern Africa","Food supply (kcal/capita/day)","Palm kernels",0
"46668","Asia","Food supply (kcal/capita/day)","Palm kernels",0
"46674","Botswana","Food supply (kcal/capita/day)","Palm kernels",0
"46679","Small Island Developing States","Food supply (kcal/capita/day)","Palm kernels",0
"46680","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Palm kernels",0
"46685","Yemen","Food supply (kcal/capita/day)","Palm kernels",0
"46686","Middle Africa","Food supply (kcal/capita/day)","Palm kernels",1
"46688","Mauritius","Food supply (kcal/capita/day)","Palm kernels",0
"46696","Eastern Africa","Food supply (kcal/capita/day)","Palm Oil",60
"46698","Poland","Food supply (kcal/capita/day)","Palm Oil",99
"46700","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Palm Oil",11
"46704","Sierra Leone","Food supply (kcal/capita/day)","Palm Oil",229
"46713","Small Island Developing States","Food supply (kcal/capita/day)","Palm Oil",70
"46716","Northern Africa","Food supply (kcal/capita/day)","Palm Oil",7
"46718","Portugal","Food supply (kcal/capita/day)","Palm Oil",24
"46719","Denmark","Food supply (kcal/capita/day)","Palm Oil",75
"46720","Mexico","Food supply (kcal/capita/day)","Palm Oil",71
"46739","Guatemala","Food supply (kcal/capita/day)","Palm Oil",48
"46742","Republic of Korea","Food supply (kcal/capita/day)","Palm Oil",70
"46751","Czech Republic","Food supply (kcal/capita/day)","Palm Oil",2
"46756","France","Food supply (kcal/capita/day)","Palm Oil",11
"46759","United Republic of Tanzania","Food supply (kcal/capita/day)","Palm Oil",72
"46765","United States of America","Food supply (kcal/capita/day)","Palm Oil",0
"46773","Timor-Leste","Food supply (kcal/capita/day)","Palm Oil",102
"46774","World","Food supply (kcal/capita/day)","Palm Oil",52
"46776","Caribbean","Food supply (kcal/capita/day)","Palm Oil",78
"46789","Tunisia","Food supply (kcal/capita/day)","Palm Oil",62
"46791","India","Food supply (kcal/capita/day)","Palm Oil",36
"46792","Belgium","Food supply (kcal/capita/day)","Palm Oil",140
"46795","Somalia","Food supply (kcal/capita/day)","Palm Oil",69
"46799","Spain","Food supply (kcal/capita/day)","Palm Oil",0
"46803","Guinea-Bissau","Food supply (kcal/capita/day)","Palm Oil",99
"46813","Croatia","Food supply (kcal/capita/day)","Palm Oil",52
"46815","Samoa","Food supply (kcal/capita/day)","Palm Oil",80
"46816","Honduras","Food supply (kcal/capita/day)","Palm Oil",227
"46817","Turkey","Food supply (kcal/capita/day)","Palm Oil",92
"46818","Swaziland","Food supply (kcal/capita/day)","Palm Oil",0
"46819","Syrian Arab Republic","Food supply (kcal/capita/day)","Palm Oil",7
"46820","Philippines","Food supply (kcal/capita/day)","Palm Oil",31
"46822","Italy","Food supply (kcal/capita/day)","Palm Oil",28
"46823","Americas","Food supply (kcal/capita/day)","Palm Oil",45
"46829","Iraq","Food supply (kcal/capita/day)","Palm Oil",178
"46834","Polynesia","Food supply (kcal/capita/day)","Palm Oil",33
"46835","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Palm Oil",16
"46842","Mauritania","Food supply (kcal/capita/day)","Palm Oil",175
"46845","Eastern Europe","Food supply (kcal/capita/day)","Palm Oil",17
"46851","Cabo Verde","Food supply (kcal/capita/day)","Palm Oil",2
"46865","Costa Rica","Food supply (kcal/capita/day)","Palm Oil",156
"46867","Panama","Food supply (kcal/capita/day)","Palm Oil",5
"46874","Western Africa","Food supply (kcal/capita/day)","Palm Oil",119
"46880","Botswana","Food supply (kcal/capita/day)","Palm Oil",7
"46881","Cuba","Food supply (kcal/capita/day)","Palm Oil",0
"46882","Afghanistan","Food supply (kcal/capita/day)","Palm Oil",43
"46883","Thailand","Food supply (kcal/capita/day)","Palm Oil",66
"46887","China","Food supply (kcal/capita/day)","Palm Oil",53
"46894","Mongolia","Food supply (kcal/capita/day)","Palm Oil",14
"46896","Bermuda","Food supply (kcal/capita/day)","Palm Oil",189
"46898","Europe","Food supply (kcal/capita/day)","Palm Oil",28
"46900","Least Developed Countries","Food supply (kcal/capita/day)","Palm Oil",57
"46905","Yemen","Food supply (kcal/capita/day)","Palm Oil",156
"46908","Indonesia","Food supply (kcal/capita/day)","Palm Oil",109
"46914","Slovenia","Food supply (kcal/capita/day)","Palm Oil",4
"46917","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Palm Oil",77
"46920","China, mainland","Food supply (kcal/capita/day)","Palm Oil",53
"46924","Sao Tome and Principe","Food supply (kcal/capita/day)","Palm Oil",60
"46926","Guinea","Food supply (kcal/capita/day)","Palm Oil",178
"46931","Côte d'Ivoire","Food supply (kcal/capita/day)","Palm Oil",214
"46934","Central African Republic","Food supply (kcal/capita/day)","Palm Oil",25
"46939","Bahamas","Food supply (kcal/capita/day)","Palm Oil",0
"46946","United Kingdom","Food supply (kcal/capita/day)","Palm Oil",20
"46953","Zambia","Food supply (kcal/capita/day)","Palm Oil",55
"46956","Uganda","Food supply (kcal/capita/day)","Palm Oil",85
"46957","Western Europe","Food supply (kcal/capita/day)","Palm Oil",50
"46959","Malawi","Food supply (kcal/capita/day)","Palm Oil",6
"46960","Haiti","Food supply (kcal/capita/day)","Palm Oil",97
"46962","Brunei Darussalam","Food supply (kcal/capita/day)","Palm Oil",164
"46969","China, Macao SAR","Food supply (kcal/capita/day)","Palm Oil",0
"46971","Benin","Food supply (kcal/capita/day)","Palm Oil",54
"46979","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Palm Oil",71
"46982","Rwanda","Food supply (kcal/capita/day)","Palm Oil",67
"46983","Southern Asia","Food supply (kcal/capita/day)","Palm Oil",50
"46984","Gabon","Food supply (kcal/capita/day)","Palm Oil",61
"46993","Israel","Food supply (kcal/capita/day)","Palm Oil",63
"47002","Madagascar","Food supply (kcal/capita/day)","Palm Oil",7
"47003","Mali","Food supply (kcal/capita/day)","Palm Oil",26
"47011","Ireland","Food supply (kcal/capita/day)","Palm Oil",0
"47019","Myanmar","Food supply (kcal/capita/day)","Palm Oil",4
"47023","Cameroon","Food supply (kcal/capita/day)","Palm Oil",128
"47025","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Palm Oil",9
"47028","Australia & New Zealand","Food supply (kcal/capita/day)","Palm Oil",93
"47038","New Caledonia","Food supply (kcal/capita/day)","Palm Oil",10
"47039","Norway","Food supply (kcal/capita/day)","Palm Oil",56
