,Row,Study,Data_Type,Location,Method,Portion_of_plant,Year.of.study,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_ring_diameter_m,code,Level1,Level2,Level3,WateringRegime,Pptn,Irrign,TotH2O,NapplicnQ,Napplicn,TOS,Cultivar,potsfield,nightFACE,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,CO2treatment,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrL1WNTC,LocYrCrWNTC
689,360,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-167,3,10,E,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,37.89,49.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.97,151.97,18.37,eCO2,Horsham__Australia 2009 wheat 3 10 E Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
690,388,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-195,3,11,T,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,33.47,48.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.62,258.62,16.1,aCO2,Horsham__Australia 2009 wheat 3 11 T Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
691,418,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-225,4,13,L,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,25.2,39.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.22,252.22,14.61,eCO2,Horsham__Australia 2009 wheat 4 13 L Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
692,469,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-276,4,16,H,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,30.63,47.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.01,186.01,15.82,aCO2,Horsham__Australia 2009 wheat 4 16 H Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
693,245,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-052,1,3,U,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,28.79,33.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.11,329.11,11.88,eCO2,Horsham__Australia 2009 wheat 1 3 U Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 1 3 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 1 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
694,263,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-070,1,4,U,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,31.85,38.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.02,292.02,15.16,aCO2,Horsham__Australia 2009 wheat 1 4 U Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 1 4 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 1 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
695,299,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-106,2,6,U,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,32.57,34.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.64,294.64,15.31,eCO2,Horsham__Australia 2009 wheat 2 6 U Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 2 6 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 2 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
696,305,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-112,2,7,F,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,32.27,38.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.94,190.94,15.98,aCO2,Horsham__Australia 2009 wheat 2 7 F Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 2 7 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 2 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
697,351,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-158,3,9,S,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,24.9,32.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.81,231.81,13.86,eCO2,Horsham__Australia 2009 wheat 3 9 S Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 3 9 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 3 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
698,406,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-213,3,12,U,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,36.57,43.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.38,234.38,15.72,aCO2,Horsham__Australia 2009 wheat 3 12 U Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 3 12 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 3 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
699,443,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-250,4,14,V,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,35.43,44.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.09,309.09,16,aCO2,Horsham__Australia 2009 wheat 4 14 V Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 14 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
700,453,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-260,4,15,K,Wet,223,70,293,Medium,50,TOS_1,Yitpi,field,,37.65,41.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.49,365.49,15.96,eCO2,Horsham__Australia 2009 wheat 4 15 K Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 15 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi
701,196,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-003,1,1,C,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,30.69,46.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.92,159.92,17.34,aCO2,Horsham__Australia 2009 wheat 1 1 C Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 1 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
702,223,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-030,1,2,O,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,23.96,45.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.13,301.13,14.31,eCO2,Horsham__Australia 2009 wheat 1 2 O Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 2 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
703,268,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-075,2,5,C,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,32.94,51.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.03,102.03,18.83,eCO2,Horsham__Australia 2009 wheat 2 5 C Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 5 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
704,335,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-142,2,8,U,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,27.82,48.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.16,120.16,17.45,aCO2,Horsham__Australia 2009 wheat 2 8 U Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 8 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
705,358,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-165,3,10,C,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,42.36,47.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.16,123.16,16.54,eCO2,Horsham__Australia 2009 wheat 3 10 C Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 10 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
706,384,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-191,3,11,N,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,29.83,45.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.89,108.89,16.61,aCO2,Horsham__Australia 2009 wheat 3 11 N Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 11 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
707,412,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-219,4,13,D,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,27.29,45.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.14,147.14,16.33,eCO2,Horsham__Australia 2009 wheat 4 13 D Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 13 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
708,468,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-275,4,16,F,Wet,187,60,247,Medium,50,TOS_2,Yitpi,field,,37.75,48.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.13,135.13,16.59,aCO2,Horsham__Australia 2009 wheat 4 16 F Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi
709,1067,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,498,4,P,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,24.1,38.5,3.44,0.335,0.95,1820,6.7,0.056,0.11,9.9,6.3,NA,NA,23.8,aCO2,Horsham__Australia 2010 Field_peas 4 P NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 4 P Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 4 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
710,1079,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,510,2,I,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,21.7,36.6,3.38,0.316,0.97,1600,7.4,0.071,0.121,8.7,5.6,NA,NA,25.2,eCO2,Horsham__Australia 2010 Field_peas 2 I NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 2 I Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 2 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
711,1087,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,518,6,E,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,20.4,37.4,3.25,0.303,0.96,1680,6.7,0.071,0.115,8.3,5.5,NA,NA,22.3,eCO2,Horsham__Australia 2010 Field_peas 6 E NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 6 E Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 6 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
712,1097,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,528,7,E,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,24,39.9,3.29,0.292,0.92,1640,7.2,0.069,0.114,8.4,5.5,NA,NA,22.8,aCO2,Horsham__Australia 2010 Field_peas 7 E NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 7 E Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 7 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
713,1114,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,545,10,X,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,21.7,43.4,3.34,0.31,0.96,1680,7.1,0.09,0.113,8.2,5.2,NA,NA,23.7,eCO2,Horsham__Australia 2010 Field_peas 10 X NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 10 X Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 10 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
714,1119,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,550,11,I,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,26.2,39,3.23,0.264,0.9,1610,7.5,0.07,0.115,7.7,5.2,NA,NA,23.1,aCO2,Horsham__Australia 2010 Field_peas 11 I NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 11 I Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 11 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
715,1127,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,558,15,E,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,23.9,38.5,3.32,0.261,0.95,1640,7,0.065,0.11,8.3,5.1,NA,NA,22.7,eCO2,Horsham__Australia 2010 Field_peas 15 E NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 15 E Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 15 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
716,1138,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,569,16,I,NA,Dry,265,0,265,Low,0,25/05/2006,Bohatyr,pots,,21.2,41.1,3.47,0.315,0.95,1730,7.2,0.072,0.118,9.5,5.4,NA,NA,24.8,aCO2,Horsham__Australia 2010 Field_peas 16 I NA Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 16 I Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas 16 Dry Low 25/05/2006 Bohatyr,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Bohatyr
717,1074,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,505,4,O,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,24,49.6,3.27,0.344,0.99,1910,7.3,0.072,0.107,9.6,6.8,494.3,NA,23.6,aCO2,Horsham__Australia 2010 Field_peas 4 O NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 4 O Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 4 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
718,1075,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,506,2,A,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,25.9,42.4,3.54,0.324,0.98,1840,7.6,0.069,0.11,8.2,7.3,744.2,NA,23.6,eCO2,Horsham__Australia 2010 Field_peas 2 A NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 2 A Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 2 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
719,1088,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,519,6,I,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,22.2,39.3,3.35,0.34,1,1790,8,0.078,0.112,8.4,6.6,637,NA,22.3,eCO2,Horsham__Australia 2010 Field_peas 6 I NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 6 I Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 6 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
720,1096,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,527,7,C,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,29.6,47.5,3.43,0.366,1.01,1890,6.9,0.072,0.113,8.6,6.9,526.3,NA,23.5,aCO2,Horsham__Australia 2010 Field_peas 7 C NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 7 C Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 7 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
721,1110,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,541,10,O,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,24.4,44,3.21,0.31,0.95,1780,7.5,0.086,0.112,8,5.3,707.5,NA,22,eCO2,Horsham__Australia 2010 Field_peas 10 O NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 10 O Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 10 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
722,1115,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,546,11,A,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,27,48.1,3.17,0.278,0.9,1720,7.7,0.084,0.106,7.5,5.3,449.1,NA,23,aCO2,Horsham__Australia 2010 Field_peas 11 A NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 11 A Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 11 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
723,1129,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,560,15,I,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,27.4,43.7,3.13,0.295,1.03,1740,7.7,0.071,0.11,8.3,5.9,750.5,NA,21.9,eCO2,Horsham__Australia 2010 Field_peas 15 I NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 15 I Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 15 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
724,1137,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,568,16,F,NA,Dry,265,0,265,Low,0,25/05/2006,Kaspa,pots,,25,45.4,3.3,0.342,0.98,1860,7.1,0.071,0.11,8.1,5.5,444.2,NA,22.4,aCO2,Horsham__Australia 2010 Field_peas 16 F NA Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 16 F Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas 16 Dry Low 25/05/2006 Kaspa,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 Kaspa
725,1070,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,501,4,X,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,21.2,38.1,3.08,0.311,1.01,1720,7.7,0.064,0.098,8.1,5.5,416.7,NA,21.7,aCO2,Horsham__Australia 2010 Field_peas 4 X NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 4 X Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 4 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
726,1077,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,508,2,E,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,23.2,36,3.37,0.318,1.04,1730,7.2,0.061,0.106,8.4,6.8,548.6,NA,23.8,eCO2,Horsham__Australia 2010 Field_peas 2 E NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 2 E Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 2 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
727,1089,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,520,6,J,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,19.8,34.5,3.08,0.31,1.04,1700,6.9,0.061,0.103,8.6,6.5,583.2,NA,21.6,eCO2,Horsham__Australia 2010 Field_peas 6 J NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 6 J Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 6 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
728,1099,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,530,7,J,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,23,38.7,3.23,0.317,1.02,1760,7.1,0.06,0.103,8.5,6.5,509.3,NA,22.6,aCO2,Horsham__Australia 2010 Field_peas 7 J NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 7 J Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 7 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
729,1112,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,543,10,S,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,26.3,40.1,3.16,0.302,1.04,1710,7.3,0.056,0.1,8,5.8,695.8,NA,26.7,eCO2,Horsham__Australia 2010 Field_peas 10 S NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 10 S Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 10 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
730,1117,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,548,11,E,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,27.3,39.9,3.11,0.264,0.96,1690,7.8,0.066,0.099,7.5,5.6,614.2,NA,21.4,aCO2,Horsham__Australia 2010 Field_peas 11 E NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 11 E Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 11 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
731,1125,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,556,15,A,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,23.9,38.1,2.92,0.28,1.01,1690,7.4,0.073,0.104,7.7,5.3,691,NA,20.5,eCO2,Horsham__Australia 2010 Field_peas 15 A NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 15 A Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 15 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
732,1136,AGFACE_Field_Peas,PrimaryData_RawData,Horsham__Australia,FACE,pea,2010,Field_peas,550,NA,380,12,567,16,C,NA,Dry,265,0,265,Low,0,25/05/2006,OZP0601,pots,,21.1,39.5,3.19,0.338,1.02,1690,7.3,0.068,0.11,8.2,5.8,461.6,NA,21.6,aCO2,Horsham__Australia 2010 Field_peas 16 C NA Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 16 C Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas 16 Dry Low 25/05/2006 OZP0601,Horsham__Australia 2010 Field_peas Dry Low 25/05/2006 OZP0601
